program,input,iteration,path_rank,archetype
sqlite,35,2,2,7
sqlite,35,2,3,3
sqlite,35,2,4,3
sqlite,35,2,5,1
sqlite,35,2,6,1
sqlite,35,2,7,1
sqlite,35,2,8,1
sqlite,35,2,9,1
sqlite,35,2,10,7
sqlite,36,0,1,1
sqlite,36,0,2,7
sqlite,36,0,3,3
sqlite,36,0,4,1
sqlite,36,0,5,1
sqlite,36,0,6,1
sqlite,36,0,7,1
sqlite,36,0,8,1
sqlite,36,0,9,8
sqlite,36,0,10,7
sqlite,36,1,1,1
sqlite,36,1,2,7
sqlite,36,1,3,7
sqlite,36,1,4,3
sqlite,36,1,5,1
sqlite,36,1,6,1
sqlite,36,1,7,1
sqlite,36,1,8,1
sqlite,36,1,9,7
sqlite,36,1,10,7
sqlite,36,2,1,1
sqlite,36,2,2,7
sqlite,36,2,3,3
sqlite,36,2,4,1
sqlite,36,2,5,1
sqlite,36,2,6,1
sqlite,36,2,7,1
sqlite,36,2,8,1
sqlite,36,2,9,7
sqlite,36,2,10,7
sqlite,37,0,1,1
sqlite,37,0,2,7
sqlite,37,0,3,3
sqlite,37,0,4,3
sqlite,37,0,5,1
sqlite,37,0,6,1
sqlite,37,0,7,2
sqlite,37,0,8,1
sqlite,37,0,9,1
sqlite,37,0,10,7
sqlite,37,1,1,1
sqlite,37,1,2,7
sqlite,37,1,3,3
sqlite,37,1,4,3
sqlite,37,1,5,1
sqlite,37,1,6,1
sqlite,37,1,7,1
sqlite,37,1,8,1
sqlite,37,1,9,1
sqlite,37,1,10,7
sqlite,37,2,1,1
sqlite,37,2,2,7
sqlite,37,2,3,3
sqlite,37,2,4,3
sqlite,37,2,5,1
sqlite,37,2,6,1
sqlite,37,2,7,1
sqlite,37,2,8,1
sqlite,37,2,9,1
sqlite,37,2,10,7
sqlite,38,0,1,1
sqlite,38,0,2,7
sqlite,38,0,3,3
sqlite,38,0,4,3
sqlite,38,0,5,1
sqlite,38,0,6,1
sqlite,38,0,7,1
sqlite,38,0,8,1
sqlite,38,0,9,1
sqlite,38,0,10,7
sqlite,38,1,1,1
sqlite,38,1,2,7
sqlite,38,1,3,3
sqlite,38,1,4,3
sqlite,38,1,5,1
sqlite,38,1,6,1
sqlite,38,1,7,2
sqlite,38,1,8,1
sqlite,38,1,9,1
sqlite,38,1,10,7
sqlite,38,2,1,1
sqlite,38,2,2,7
sqlite,38,2,3,3
sqlite,38,2,4,3
sqlite,38,2,5,1
sqlite,38,2,6,1
sqlite,38,2,7,1
sqlite,38,2,8,1
sqlite,38,2,9,1
sqlite,38,2,10,7
sqlite,39,0,1,1
sqlite,39,0,2,7
sqlite,39,0,3,8
sqlite,39,0,4,3
sqlite,39,0,5,1
sqlite,39,0,6,1
sqlite,39,0,7,1
sqlite,39,0,8,2
sqlite,39,0,9,1
sqlite,39,0,10,7
sqlite,39,1,1,1
sqlite,39,1,2,7
sqlite,39,1,3,7
sqlite,39,1,4,3
sqlite,39,1,5,1
sqlite,39,1,6,1
sqlite,39,1,7,1
sqlite,39,1,8,1
sqlite,39,1,9,7
sqlite,39,1,10,7
sqlite,39,2,1,1
sqlite,39,2,2,7
sqlite,39,2,3,7
sqlite,39,2,4,3
sqlite,39,2,5,8
sqlite,39,2,6,1
sqlite,39,2,7,1
sqlite,39,2,8,1
sqlite,39,2,9,1
sqlite,39,2,10,1
sqlite,40,0,1,1
sqlite,40,0,2,7
sqlite,40,0,3,3
sqlite,40,0,4,1
sqlite,40,0,5,1
sqlite,40,0,6,1
sqlite,40,0,7,1
sqlite,40,0,8,1
sqlite,40,0,9,7
sqlite,40,0,10,7
sqlite,40,1,1,1
sqlite,40,1,2,7
sqlite,40,1,3,7
sqlite,40,1,4,3
sqlite,40,1,5,1
sqlite,40,1,6,1
sqlite,40,1,7,2
sqlite,40,1,8,1
sqlite,40,1,9,1
sqlite,40,1,10,7
sqlite,40,2,1,1
sqlite,40,2,2,7
sqlite,40,2,3,3
sqlite,40,2,4,1
sqlite,40,2,5,1
sqlite,40,2,6,2
sqlite,40,2,7,1
sqlite,40,2,8,1
sqlite,40,2,9,7
sqlite,40,2,10,7
sqlite,41,0,1,1
sqlite,41,0,2,7
sqlite,41,0,3,7
sqlite,41,0,4,3
sqlite,41,0,5,1
sqlite,41,0,6,1
sqlite,41,0,7,1
sqlite,41,0,8,1
sqlite,41,0,9,7
sqlite,41,0,10,7
sqlite,41,1,1,1
sqlite,41,1,2,7
sqlite,41,1,3,3
sqlite,41,1,4,1
sqlite,41,1,5,1
sqlite,41,1,6,2
sqlite,41,1,7,1
sqlite,41,1,8,1
sqlite,41,1,9,7
sqlite,41,1,10,7
sqlite,41,2,1,1
sqlite,41,2,2,7
sqlite,41,2,3,3
sqlite,41,2,4,1
sqlite,41,2,5,1
sqlite,41,2,6,1
sqlite,41,2,7,1
sqlite,41,2,8,7
sqlite,41,2,9,7
sqlite,41,2,10,7
sqlite,42,0,1,1
sqlite,42,0,2,7
sqlite,42,0,3,3
sqlite,42,0,4,8
sqlite,42,0,5,1
sqlite,42,0,6,1
sqlite,42,0,7,1
sqlite,42,0,8,1
sqlite,42,0,9,7
sqlite,42,0,10,7
sqlite,42,1,1,1
sqlite,42,1,2,7
sqlite,42,1,3,7
sqlite,42,1,4,3
sqlite,42,1,5,1
sqlite,42,1,6,1
sqlite,42,1,7,1
sqlite,42,1,8,1
sqlite,42,1,9,7
sqlite,42,1,10,7
sqlite,42,2,1,1
sqlite,42,2,2,7
sqlite,42,2,3,3
sqlite,42,2,4,1
sqlite,42,2,5,1
sqlite,42,2,6,1
sqlite,42,2,7,1
sqlite,42,2,8,1
sqlite,42,2,9,7
sqlite,42,2,10,7
sqlite,43,0,1,1
sqlite,43,0,2,7
sqlite,43,0,3,3
sqlite,43,0,4,3
sqlite,43,0,5,1
sqlite,43,0,6,1
sqlite,43,0,7,1
sqlite,43,0,8,1
sqlite,43,0,9,7
sqlite,43,0,10,7
sqlite,43,1,1,1
sqlite,43,1,2,7
sqlite,43,1,3,3
sqlite,43,1,4,3
sqlite,43,1,5,8
sqlite,43,1,6,1
sqlite,43,1,7,1
sqlite,43,1,8,1
sqlite,43,1,9,1
sqlite,43,1,10,7
sqlite,43,2,1,8
sqlite,43,2,2,8
sqlite,43,2,3,3
sqlite,43,2,4,3
sqlite,43,2,5,8
sqlite,43,2,6,8
sqlite,43,2,7,8
sqlite,43,2,8,8
sqlite,43,2,9,8
sqlite,43,2,10,8
sqlite,44,0,1,8
sqlite,44,0,2,7
sqlite,44,0,3,3
sqlite,44,0,4,3
sqlite,44,0,5,8
sqlite,44,0,6,8
sqlite,44,0,7,8
sqlite,44,0,8,8
sqlite,44,0,9,8
sqlite,44,0,10,7
sqlite,44,1,1,1
sqlite,44,1,2,7
sqlite,44,1,3,3
sqlite,44,1,4,3
sqlite,44,1,5,1
sqlite,44,1,6,1
sqlite,44,1,7,1
sqlite,44,1,8,1
sqlite,44,1,9,1
sqlite,44,1,10,1
sqlite,44,2,1,1
sqlite,44,2,2,7
sqlite,44,2,3,3
sqlite,44,2,4,3
sqlite,44,2,5,1
sqlite,44,2,6,1
sqlite,44,2,7,1
sqlite,44,2,8,1
sqlite,44,2,9,7
sqlite,44,2,10,7
sqlite,45,0,1,1
sqlite,45,0,2,7
sqlite,45,0,3,3
sqlite,45,0,4,3
sqlite,45,0,5,1
sqlite,45,0,6,1
sqlite,45,0,7,1
sqlite,45,0,8,1
sqlite,45,0,9,1
sqlite,45,0,10,1
sqlite,45,1,1,1
sqlite,45,1,2,7
sqlite,45,1,3,3
sqlite,45,1,4,3
sqlite,45,1,5,1
sqlite,45,1,6,1
sqlite,45,1,7,1
sqlite,45,1,8,1
sqlite,45,1,9,1
sqlite,45,1,10,1
sqlite,45,2,1,1
sqlite,45,2,2,7
sqlite,45,2,3,3
sqlite,45,2,4,3
sqlite,45,2,5,1
sqlite,45,2,6,1
sqlite,45,2,7,1
sqlite,45,2,8,1
sqlite,45,2,9,1
sqlite,45,2,10,1
sqlite,46,0,1,1
sqlite,46,0,2,7
sqlite,46,0,3,7
sqlite,46,0,4,3
sqlite,46,0,5,1
sqlite,46,0,6,1
sqlite,46,0,7,1
sqlite,46,0,8,1
sqlite,46,0,9,1
sqlite,46,0,10,1
sqlite,46,1,1,1
sqlite,46,1,2,7
sqlite,46,1,3,7
sqlite,46,1,4,3
sqlite,46,1,5,1
sqlite,46,1,6,1
sqlite,46,1,7,1
sqlite,46,1,8,1
sqlite,46,1,9,1
sqlite,46,1,10,7
sqlite,46,2,1,1
sqlite,46,2,2,7
sqlite,46,2,3,3
sqlite,46,2,4,1
sqlite,46,2,5,1
sqlite,46,2,6,1
sqlite,46,2,7,1
sqlite,46,2,8,1
sqlite,46,2,9,1
sqlite,46,2,10,7
sqlite,47,0,1,1
sqlite,47,0,2,7
sqlite,47,0,3,3
sqlite,47,0,4,3
sqlite,47,0,5,1
sqlite,47,0,6,1
sqlite,47,0,7,1
sqlite,47,0,8,1
sqlite,47,0,9,1
sqlite,47,0,10,7
sqlite,47,1,1,1
sqlite,47,1,2,7
sqlite,47,1,3,3
sqlite,47,1,4,3
sqlite,47,1,5,1
sqlite,47,1,6,1
sqlite,47,1,7,1
sqlite,47,1,8,1
sqlite,47,1,9,1
sqlite,47,1,10,7
sqlite,47,2,1,1
sqlite,47,2,2,7
sqlite,47,2,3,3
sqlite,47,2,4,3
sqlite,47,2,5,8
sqlite,47,2,6,1
sqlite,47,2,7,1
sqlite,47,2,8,1
sqlite,47,2,9,7
sqlite,47,2,10,7
sqlite,48,0,1,1
sqlite,48,0,2,7
sqlite,48,0,3,7
sqlite,48,0,4,3
sqlite,48,0,5,1
sqlite,48,0,6,1
sqlite,48,0,7,1
sqlite,48,0,8,1
sqlite,48,0,9,1
sqlite,48,0,10,7
sqlite,48,1,1,1
sqlite,48,1,2,7
sqlite,48,1,3,3
sqlite,48,1,4,1
sqlite,48,1,5,1
sqlite,48,1,6,2
sqlite,48,1,7,1
sqlite,48,1,8,1
sqlite,48,1,9,1
sqlite,48,1,10,7
sqlite,48,2,1,1
sqlite,48,2,2,7
sqlite,48,2,3,7
sqlite,48,2,4,3
sqlite,48,2,5,1
sqlite,48,2,6,1
sqlite,48,2,7,1
sqlite,48,2,8,1
sqlite,48,2,9,1
sqlite,48,2,10,7
sqlite,49,0,1,1
sqlite,49,0,2,7
sqlite,49,0,3,3
sqlite,49,0,4,3
sqlite,49,0,5,1
sqlite,49,0,6,1
sqlite,49,0,7,1
sqlite,49,0,8,1
sqlite,49,0,9,1
sqlite,49,0,10,7
sqlite,49,1,1,1
sqlite,49,1,2,7
sqlite,49,1,3,3
sqlite,49,1,4,3
sqlite,49,1,5,1
sqlite,49,1,6,1
sqlite,49,1,7,2
sqlite,49,1,8,1
sqlite,49,1,9,1
sqlite,49,1,10,7
sqlite,49,2,1,1
sqlite,49,2,2,7
sqlite,49,2,3,3
sqlite,49,2,4,3
sqlite,49,2,5,1
sqlite,49,2,6,1
sqlite,49,2,7,1
sqlite,49,2,8,1
sqlite,49,2,9,1
sqlite,49,2,10,7
sqlite,50,0,1,1
sqlite,50,0,2,7
sqlite,50,0,3,3
sqlite,50,0,4,3
sqlite,50,0,5,1
sqlite,50,0,6,2
sqlite,50,0,7,1
sqlite,50,0,8,1
sqlite,50,0,9,1
sqlite,50,0,10,7
sqlite,50,1,1,1
sqlite,50,1,2,7
sqlite,50,1,3,3
sqlite,50,1,4,3
sqlite,50,1,5,1
sqlite,50,1,6,1
sqlite,50,1,7,1
sqlite,50,1,8,1
sqlite,50,1,9,1
sqlite,50,1,10,7
sqlite,50,2,1,1
sqlite,50,2,2,7
sqlite,50,2,3,3
sqlite,50,2,4,3
sqlite,50,2,5,8
sqlite,50,2,6,1
sqlite,50,2,7,1
sqlite,50,2,8,1
sqlite,50,2,9,1
sqlite,50,2,10,7
sqlite,51,0,1,1
sqlite,51,0,2,7
sqlite,51,0,3,3
sqlite,51,0,4,3
sqlite,51,0,5,1
sqlite,51,0,6,1
sqlite,51,0,7,1
sqlite,51,0,8,1
sqlite,51,0,9,1
sqlite,51,0,10,7
sqlite,51,1,1,1
sqlite,51,1,2,7
sqlite,51,1,3,3
sqlite,51,1,4,3
sqlite,51,1,5,1
sqlite,51,1,6,1
sqlite,51,1,7,1
sqlite,51,1,8,1
sqlite,51,1,9,1
sqlite,51,1,10,7
sqlite,51,2,1,1
sqlite,51,2,2,7
sqlite,51,2,3,3
sqlite,51,2,4,3
sqlite,51,2,5,1
sqlite,51,2,6,1
sqlite,51,2,7,1
sqlite,51,2,8,1
sqlite,51,2,9,7
sqlite,51,2,10,7
sqlite,52,0,1,1
sqlite,52,0,2,7
sqlite,52,0,3,7
sqlite,52,0,4,3
sqlite,52,0,5,1
sqlite,52,0,6,1
sqlite,52,0,7,2
sqlite,52,0,8,1
sqlite,52,0,9,1
sqlite,52,0,10,7
sqlite,52,1,1,1
sqlite,52,1,2,7
sqlite,52,1,3,3
sqlite,52,1,4,1
sqlite,52,1,5,1
sqlite,52,1,6,1
sqlite,52,1,7,1
sqlite,52,1,8,1
sqlite,52,1,9,1
sqlite,52,1,10,7
sqlite,52,2,1,1
sqlite,52,2,2,7
sqlite,52,2,3,7
sqlite,52,2,4,3
sqlite,52,2,5,1
sqlite,52,2,6,1
sqlite,52,2,7,1
sqlite,52,2,8,1
sqlite,52,2,9,1
sqlite,52,2,10,7
sqlite,53,0,1,1
sqlite,53,0,2,7
sqlite,53,0,3,7
sqlite,53,0,4,3
sqlite,53,0,5,1
sqlite,53,0,6,1
sqlite,53,0,7,1
sqlite,53,0,8,1
sqlite,53,0,9,7
sqlite,53,0,10,7
sqlite,53,1,1,1
sqlite,53,1,2,7
sqlite,53,1,3,7
sqlite,53,1,4,3
sqlite,53,1,5,1
sqlite,53,1,6,1
sqlite,53,1,7,2
sqlite,53,1,8,1
sqlite,53,1,9,1
sqlite,53,1,10,7
sqlite,53,2,1,1
sqlite,53,2,2,7
sqlite,53,2,3,3
sqlite,53,2,4,1
sqlite,53,2,5,1
sqlite,53,2,6,1
sqlite,53,2,7,1
sqlite,53,2,8,1
sqlite,53,2,9,1
sqlite,53,2,10,7
sqlite,54,0,1,1
sqlite,54,0,2,7
sqlite,54,0,3,7
sqlite,54,0,4,3
sqlite,54,0,5,1
sqlite,54,0,6,1
sqlite,54,0,7,1
sqlite,54,0,8,1
sqlite,54,0,9,7
sqlite,54,0,10,7
sqlite,54,1,1,1
sqlite,54,1,2,7
sqlite,54,1,3,3
sqlite,54,1,4,1
sqlite,54,1,5,1
sqlite,54,1,6,1
sqlite,54,1,7,1
sqlite,54,1,8,1
sqlite,54,1,9,7
sqlite,54,1,10,7
sqlite,54,2,1,1
sqlite,54,2,2,7
sqlite,54,2,3,7
sqlite,54,2,4,3
sqlite,54,2,5,1
sqlite,54,2,6,1
sqlite,54,2,7,2
sqlite,54,2,8,1
sqlite,54,2,9,7
sqlite,54,2,10,7
sqlite,55,0,1,1
sqlite,55,0,2,7
sqlite,55,0,3,3
sqlite,55,0,4,3
sqlite,55,0,5,1
sqlite,55,0,6,1
sqlite,55,0,7,1
sqlite,55,0,8,1
sqlite,55,0,9,1
sqlite,55,0,10,7
sqlite,55,1,1,1
sqlite,55,1,2,7
sqlite,55,1,3,3
sqlite,55,1,4,3
sqlite,55,1,5,1
sqlite,55,1,6,1
sqlite,55,1,7,1
sqlite,55,1,8,1
sqlite,55,1,9,1
sqlite,55,1,10,7
sqlite,55,2,1,1
sqlite,55,2,2,7
sqlite,55,2,3,3
sqlite,55,2,4,3
sqlite,55,2,5,1
sqlite,55,2,6,1
sqlite,55,2,7,1
sqlite,55,2,8,1
sqlite,55,2,9,1
sqlite,55,2,10,7
sqlite,56,0,1,1
sqlite,56,0,2,7
sqlite,56,0,3,3
sqlite,56,0,4,3
sqlite,56,0,5,1
sqlite,56,0,6,1
sqlite,56,0,7,1
sqlite,56,0,8,2
sqlite,56,0,9,1
sqlite,56,0,10,1
sqlite,56,1,1,8
sqlite,56,1,2,7
sqlite,56,1,3,3
sqlite,56,1,4,3
sqlite,56,1,5,8
sqlite,56,1,6,8
sqlite,56,1,7,8
sqlite,56,1,8,8
sqlite,56,1,9,8
sqlite,56,1,10,7
sqlite,56,2,1,1
sqlite,56,2,2,7
sqlite,56,2,3,3
sqlite,56,2,4,3
sqlite,56,2,5,1
sqlite,56,2,6,1
sqlite,56,2,7,1
sqlite,56,2,8,1
sqlite,56,2,9,1
sqlite,56,2,10,7
sqlite,57,0,1,1
sqlite,57,0,2,7
sqlite,57,0,3,3
sqlite,57,0,4,3
sqlite,57,0,5,1
sqlite,57,0,6,1
sqlite,57,0,7,1
sqlite,57,0,8,1
sqlite,57,0,9,1
sqlite,57,0,10,7
sqlite,57,1,1,1
sqlite,57,1,2,7
sqlite,57,1,3,3
sqlite,57,1,4,3
sqlite,57,1,5,8
sqlite,57,1,6,8
sqlite,57,1,7,1
sqlite,57,1,8,1
sqlite,57,1,9,1
sqlite,57,1,10,7
sqlite,57,2,1,1
sqlite,57,2,2,7
sqlite,57,2,3,3
sqlite,57,2,4,3
sqlite,57,2,5,1
sqlite,57,2,6,1
sqlite,57,2,7,1
sqlite,57,2,8,1
sqlite,57,2,9,1
sqlite,57,2,10,7
sqlite,58,0,1,1
sqlite,58,0,2,7
sqlite,58,0,3,3
sqlite,58,0,4,3
sqlite,58,0,5,1
sqlite,58,0,6,1
sqlite,58,0,7,1
sqlite,58,0,8,1
sqlite,58,0,9,7
sqlite,58,0,10,7
sqlite,58,1,1,1
sqlite,58,1,2,7
sqlite,58,1,3,3
sqlite,58,1,4,3
sqlite,58,1,5,1
sqlite,58,1,6,1
sqlite,58,1,7,1
sqlite,58,1,8,1
sqlite,58,1,9,7
sqlite,58,1,10,7
sqlite,58,2,1,1
sqlite,58,2,2,7
sqlite,58,2,3,3
sqlite,58,2,4,3
sqlite,58,2,5,8
sqlite,58,2,6,1
sqlite,58,2,7,1
sqlite,58,2,8,1
sqlite,58,2,9,1
sqlite,58,2,10,1
sqlite,59,0,1,1
sqlite,59,0,2,7
sqlite,59,0,3,3
sqlite,59,0,4,3
sqlite,59,0,5,8
sqlite,59,0,6,1
sqlite,59,0,7,1
sqlite,59,0,8,1
sqlite,59,0,9,1
sqlite,59,0,10,7
sqlite,59,1,1,1
sqlite,59,1,2,7
sqlite,59,1,3,3
sqlite,59,1,4,3
sqlite,59,1,5,1
sqlite,59,1,6,1
sqlite,59,1,7,1
sqlite,59,1,8,1
sqlite,59,1,9,1
sqlite,59,1,10,7
sqlite,59,2,1,1
sqlite,59,2,2,7
sqlite,59,2,3,3
sqlite,59,2,4,3
sqlite,59,2,5,1
sqlite,59,2,6,1
sqlite,59,2,7,1
sqlite,59,2,8,1
sqlite,59,2,9,1
sqlite,59,2,10,7
sqlite,60,0,1,1
sqlite,60,0,2,7
sqlite,60,0,3,3
sqlite,60,0,4,1
sqlite,60,0,5,1
sqlite,60,0,6,1
sqlite,60,0,7,1
sqlite,60,0,8,1
sqlite,60,0,9,7
sqlite,60,0,10,7
sqlite,60,1,1,1
sqlite,60,1,2,7
sqlite,60,1,3,3
sqlite,60,1,4,1
sqlite,60,1,5,1
sqlite,60,1,6,1
sqlite,60,1,7,1
sqlite,60,1,8,1
sqlite,60,1,9,7
sqlite,60,1,10,7
sqlite,60,2,1,1
sqlite,60,2,2,7
sqlite,60,2,3,7
sqlite,60,2,4,3
sqlite,60,2,5,1
sqlite,60,2,6,1
sqlite,60,2,7,1
sqlite,60,2,8,1
sqlite,60,2,9,1
sqlite,60,2,10,7
sqlite,61,0,1,1
sqlite,61,0,2,7
sqlite,61,0,3,7
sqlite,61,0,4,3
sqlite,61,0,5,1
sqlite,61,0,6,1
sqlite,61,0,7,1
sqlite,61,0,8,1
sqlite,61,0,9,7
sqlite,61,0,10,7
sqlite,61,1,1,1
sqlite,61,1,2,7
sqlite,61,1,3,3
sqlite,61,1,4,1
sqlite,61,1,5,1
sqlite,61,1,6,1
sqlite,61,1,7,1
sqlite,61,1,8,7
sqlite,61,1,9,7
sqlite,61,1,10,7
sqlite,61,2,1,8
sqlite,61,2,2,7
sqlite,61,2,3,7
sqlite,61,2,4,3
sqlite,61,2,5,1
sqlite,61,2,6,8
sqlite,61,2,7,2
sqlite,61,2,8,1
sqlite,61,2,9,1
sqlite,61,2,10,7
sqlite,62,0,1,1
sqlite,62,0,2,8
sqlite,62,0,3,3
sqlite,62,0,4,3
sqlite,62,0,5,1
sqlite,62,0,6,1
sqlite,62,0,7,1
sqlite,62,0,8,1
sqlite,62,0,9,1
sqlite,62,0,10,1
sqlite,62,1,1,1
sqlite,62,1,2,7
sqlite,62,1,3,3
sqlite,62,1,4,3
sqlite,62,1,5,1
sqlite,62,1,6,1
sqlite,62,1,7,1
sqlite,62,1,8,1
sqlite,62,1,9,1
sqlite,62,1,10,7
sqlite,62,2,1,1
sqlite,62,2,2,7
sqlite,62,2,3,3
sqlite,62,2,4,3
sqlite,62,2,5,1
sqlite,62,2,6,1
sqlite,62,2,7,1
sqlite,62,2,8,1
sqlite,62,2,9,1
sqlite,62,2,10,7
sqlite,63,0,1,1
sqlite,63,0,2,7
sqlite,63,0,3,3
sqlite,63,0,4,3
sqlite,63,0,5,1
sqlite,63,0,6,2
sqlite,63,0,7,1
sqlite,63,0,8,1
sqlite,63,0,9,1
sqlite,63,0,10,7
sqlite,63,1,1,1
sqlite,63,1,2,7
sqlite,63,1,3,3
sqlite,63,1,4,3
sqlite,63,1,5,1
sqlite,63,1,6,1
sqlite,63,1,7,1
sqlite,63,1,8,1
sqlite,63,1,9,7
sqlite,63,1,10,7
sqlite,63,2,1,1
sqlite,63,2,2,7
sqlite,63,2,3,3
sqlite,63,2,4,3
sqlite,63,2,5,1
sqlite,63,2,6,1
sqlite,63,2,7,1
sqlite,63,2,8,1
sqlite,63,2,9,1
sqlite,63,2,10,7
sqlite,64,0,1,1
sqlite,64,0,2,7
sqlite,64,0,3,3
sqlite,64,0,4,1
sqlite,64,0,5,1
sqlite,64,0,6,1
sqlite,64,0,7,1
sqlite,64,0,8,1
sqlite,64,0,9,7
sqlite,64,0,10,7
sqlite,64,1,1,1
sqlite,64,1,2,7
sqlite,64,1,3,7
sqlite,64,1,4,3
sqlite,64,1,5,1
sqlite,64,1,6,1
sqlite,64,1,7,1
sqlite,64,1,8,1
sqlite,64,1,9,1
sqlite,64,1,10,7
sqlite,64,2,1,1
sqlite,64,2,2,7
sqlite,64,2,3,7
sqlite,64,2,4,3
sqlite,64,2,5,1
sqlite,64,2,6,1
sqlite,64,2,7,1
sqlite,64,2,8,1
sqlite,64,2,9,1
sqlite,64,2,10,1
sqlite,65,0,1,1
sqlite,65,0,2,7
sqlite,65,0,3,3
sqlite,65,0,4,3
sqlite,65,0,5,1
sqlite,65,0,6,1
sqlite,65,0,7,2
sqlite,65,0,8,1
sqlite,65,0,9,1
sqlite,65,0,10,7
sqlite,65,1,1,1
sqlite,65,1,2,7
sqlite,65,1,3,3
sqlite,65,1,4,3
sqlite,65,1,5,1
sqlite,65,1,6,1
sqlite,65,1,7,1
sqlite,65,1,8,1
sqlite,65,1,9,1
sqlite,65,1,10,7
sqlite,65,2,1,8
sqlite,65,2,2,8
sqlite,65,2,3,3
sqlite,65,2,4,3
sqlite,65,2,5,8
sqlite,65,2,6,8
sqlite,65,2,7,8
sqlite,65,2,8,8
sqlite,65,2,9,8
sqlite,65,2,10,8
sqlite,66,0,1,1
sqlite,66,0,2,7
sqlite,66,0,3,3
sqlite,66,0,4,3
sqlite,66,0,5,1
sqlite,66,0,6,1
sqlite,66,0,7,1
sqlite,66,0,8,1
sqlite,66,0,9,1
sqlite,66,0,10,7
sqlite,66,1,1,1
sqlite,66,1,2,7
sqlite,66,1,3,3
sqlite,66,1,4,3
sqlite,66,1,5,1
sqlite,66,1,6,8
sqlite,66,1,7,1
sqlite,66,1,8,1
sqlite,66,1,9,1
sqlite,66,1,10,1
sqlite,66,2,1,1
sqlite,66,2,2,7
sqlite,66,2,3,3
sqlite,66,2,4,3
sqlite,66,2,5,8
sqlite,66,2,6,1
sqlite,66,2,7,1
sqlite,66,2,8,1
sqlite,66,2,9,1
sqlite,66,2,10,7
sqlite,67,0,1,1
sqlite,67,0,2,7
sqlite,67,0,3,3
sqlite,67,0,4,3
sqlite,67,0,5,1
sqlite,67,0,6,1
sqlite,67,0,7,1
sqlite,67,0,8,2
sqlite,67,0,9,1
sqlite,67,0,10,7
sqlite,67,1,1,1
sqlite,67,1,2,7
sqlite,67,1,3,3
sqlite,67,1,4,3
sqlite,67,1,5,1
sqlite,67,1,6,1
sqlite,67,1,7,2
sqlite,67,1,8,1
sqlite,67,1,9,1
sqlite,67,1,10,7
sqlite,67,2,1,8
sqlite,67,2,2,7
sqlite,67,2,3,3
sqlite,67,2,4,3
sqlite,67,2,5,8
sqlite,67,2,6,8
sqlite,67,2,7,8
sqlite,67,2,8,8
sqlite,67,2,9,8
sqlite,67,2,10,7
sqlite,68,0,1,1
sqlite,68,0,2,7
sqlite,68,0,3,3
sqlite,68,0,4,1
sqlite,68,0,5,1
sqlite,68,0,6,1
sqlite,68,0,7,1
sqlite,68,0,8,1
sqlite,68,0,9,7
sqlite,68,0,10,7
sqlite,68,1,1,1
sqlite,68,1,2,7
sqlite,68,1,3,3
sqlite,68,1,4,1
sqlite,68,1,5,1
sqlite,68,1,6,2
sqlite,68,1,7,1
sqlite,68,1,8,1
sqlite,68,1,9,7
sqlite,68,1,10,8
sqlite,68,2,1,1
sqlite,68,2,2,7
sqlite,68,2,3,7
sqlite,68,2,4,3
sqlite,68,2,5,1
sqlite,68,2,6,1
sqlite,68,2,7,2
sqlite,68,2,8,1
sqlite,68,2,9,1
sqlite,68,2,10,7
sqlite,69,0,1,1
sqlite,69,0,2,7
sqlite,69,0,3,3
sqlite,69,0,4,3
sqlite,69,0,5,1
sqlite,69,0,6,1
sqlite,69,0,7,1
sqlite,69,0,8,1
sqlite,69,0,9,1
sqlite,69,0,10,7
sqlite,69,1,1,1
sqlite,69,1,2,7
sqlite,69,1,3,3
sqlite,69,1,4,1
sqlite,69,1,5,1
sqlite,69,1,6,2
sqlite,69,1,7,1
sqlite,69,1,8,1
sqlite,69,1,9,7
sqlite,69,1,10,7
sqlite,69,2,1,1
sqlite,69,2,2,7
sqlite,69,2,3,3
sqlite,69,2,4,3
sqlite,69,2,5,1
sqlite,69,2,6,1
sqlite,69,2,7,1
sqlite,69,2,8,1
sqlite,69,2,9,1
sqlite,69,2,10,7
sqlite,70,0,1,1
sqlite,70,0,2,7
sqlite,70,0,3,7
sqlite,70,0,4,3
sqlite,70,0,5,1
sqlite,70,0,6,1
sqlite,70,0,7,1
sqlite,70,0,8,1
sqlite,70,0,9,1
sqlite,70,0,10,7
sqlite,70,1,1,1
sqlite,70,1,2,7
sqlite,70,1,3,3
sqlite,70,1,4,1
sqlite,70,1,5,1
sqlite,70,1,6,1
sqlite,70,1,7,1
sqlite,70,1,8,1
sqlite,70,1,9,7
sqlite,70,1,10,7
sqlite,70,2,1,1
sqlite,70,2,2,7
sqlite,70,2,3,3
sqlite,70,2,4,1
sqlite,70,2,5,1
sqlite,70,2,6,2
sqlite,70,2,7,1
sqlite,70,2,8,1
sqlite,70,2,9,7
sqlite,70,2,10,7
sqlite,71,0,1,1
sqlite,71,0,2,7
sqlite,71,0,3,3
sqlite,71,0,4,3
sqlite,71,0,5,1
sqlite,71,0,6,1
sqlite,71,0,7,2
sqlite,71,0,8,1
sqlite,71,0,9,1
sqlite,71,0,10,7
sqlite,71,1,1,1
sqlite,71,1,2,7
sqlite,71,1,3,3
sqlite,71,1,4,3
sqlite,71,1,5,1
sqlite,71,1,6,1
